source_ref,workstream,schedule,entity_or_item,period_or_as_of,case,metric_or_driver,numeric_value,text_or_decision,units,source_or_owner,source_date,system_tie
RPT-00074,Complete the Q2 board performance dashboard,Q2 actual export,Controls,2026-06,Approved case,Adjusted EBITDA margin,0.15,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00104,Complete the June executive performance review,Q2 actual export,Construction,2026-04,Approved case,Posted YTD revenue allocation,0.09200800000000002,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00105,Complete the June executive performance review,Q2 actual export,Construction,2026-04,Approved case,Adjusted EBITDA margin,0.095,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00108,Complete the June executive performance review,Q2 actual export,Construction,2026-05,Approved case,Posted YTD revenue allocation,0.09794400000000003,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00109,Complete the June executive performance review,Q2 actual export,Construction,2026-05,Approved case,Adjusted EBITDA margin,0.099,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00112,Complete the June executive performance review,Q2 actual export,Construction,2026-06,Approved case,Posted YTD revenue allocation,0.10684800000000001,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00113,Complete the June executive performance review,Q2 actual export,Construction,2026-06,Approved case,Adjusted EBITDA margin,0.10300000000000001,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00116,Complete the June executive performance review,Q2 actual export,Service,2026-04,Approved case,Posted YTD revenue allocation,0.04600400000000001,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00117,Complete the June executive performance review,Q2 actual export,Service,2026-04,Approved case,Adjusted EBITDA margin,0.168,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00120,Complete the June executive performance review,Q2 actual export,Service,2026-05,Approved case,Posted YTD revenue allocation,0.048972000000000016,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00121,Complete the June executive performance review,Q2 actual export,Service,2026-05,Approved case,Adjusted EBITDA margin,0.17200000000000001,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00124,Complete the June executive performance review,Q2 actual export,Service,2026-06,Approved case,Posted YTD revenue allocation,0.053424000000000006,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00125,Complete the June executive performance review,Q2 actual export,Service,2026-06,Approved case,Adjusted EBITDA margin,0.17600000000000002,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00128,Complete the June executive performance review,Q2 actual export,Controls,2026-04,Approved case,Posted YTD revenue allocation,0.026288,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00129,Complete the June executive performance review,Q2 actual export,Controls,2026-04,Approved case,Adjusted EBITDA margin,0.142,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00132,Complete the June executive performance review,Q2 actual export,Controls,2026-05,Approved case,Posted YTD revenue allocation,0.027984000000000002,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00133,Complete the June executive performance review,Q2 actual export,Controls,2026-05,Approved case,Adjusted EBITDA margin,0.146,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00136,Complete the June executive performance review,Q2 actual export,Controls,2026-06,Approved case,Posted YTD revenue allocation,0.030528,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00137,Complete the June executive performance review,Q2 actual export,Controls,2026-06,Approved case,Adjusted EBITDA margin,0.15,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00167,Create the Q2 earnings and lender narrative,Q2 actual export,Construction,2026-04,Approved case,Posted YTD revenue allocation,0.09200800000000002,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00168,Create the Q2 earnings and lender narrative,Q2 actual export,Construction,2026-04,Approved case,Adjusted EBITDA margin,0.095,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00171,Create the Q2 earnings and lender narrative,Q2 actual export,Construction,2026-05,Approved case,Posted YTD revenue allocation,0.09794400000000003,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00172,Create the Q2 earnings and lender narrative,Q2 actual export,Construction,2026-05,Approved case,Adjusted EBITDA margin,0.099,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00175,Create the Q2 earnings and lender narrative,Q2 actual export,Construction,2026-06,Approved case,Posted YTD revenue allocation,0.10684800000000001,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00176,Create the Q2 earnings and lender narrative,Q2 actual export,Construction,2026-06,Approved case,Adjusted EBITDA margin,0.10300000000000001,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00179,Create the Q2 earnings and lender narrative,Q2 actual export,Service,2026-04,Approved case,Posted YTD revenue allocation,0.04600400000000001,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00180,Create the Q2 earnings and lender narrative,Q2 actual export,Service,2026-04,Approved case,Adjusted EBITDA margin,0.168,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00183,Create the Q2 earnings and lender narrative,Q2 actual export,Service,2026-05,Approved case,Posted YTD revenue allocation,0.048972000000000016,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00184,Create the Q2 earnings and lender narrative,Q2 actual export,Service,2026-05,Approved case,Adjusted EBITDA margin,0.17200000000000001,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00187,Create the Q2 earnings and lender narrative,Q2 actual export,Service,2026-06,Approved case,Posted YTD revenue allocation,0.053424000000000006,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00188,Create the Q2 earnings and lender narrative,Q2 actual export,Service,2026-06,Approved case,Adjusted EBITDA margin,0.17600000000000002,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00191,Create the Q2 earnings and lender narrative,Q2 actual export,Controls,2026-04,Approved case,Posted YTD revenue allocation,0.026288,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00192,Create the Q2 earnings and lender narrative,Q2 actual export,Controls,2026-04,Approved case,Adjusted EBITDA margin,0.142,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00195,Create the Q2 earnings and lender narrative,Q2 actual export,Controls,2026-05,Approved case,Posted YTD revenue allocation,0.027984000000000002,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00196,Create the Q2 earnings and lender narrative,Q2 actual export,Controls,2026-05,Approved case,Adjusted EBITDA margin,0.146,,decimal ratio,Finance operating schedule,2026-06-30,
RPT-00199,Create the Q2 earnings and lender narrative,Q2 actual export,Controls,2026-06,Approved case,Posted YTD revenue allocation,0.030528,,ledger allocation factor,Finance operating schedule,2026-06-30,"Vista ERP P&L, 2026-01-01 through 2026-06-30; Revenue total"
RPT-00200,Create the Q2 earnings and lender narrative,Q2 actual export,Controls,2026-06,Approved case,Adjusted EBITDA margin,0.15,,decimal ratio,Finance operating schedule,2026-06-30,
