source_ref,workstream,schedule,entity_or_item,period_or_as_of,case,metric_or_driver,numeric_value,text_or_decision,units,source_or_owner,source_date,system_tie
PLN-00465,Forecast accuracy and bias backtest,Monthly actual revenue,Building Controls,2025-09,Approved case,Posted revenue allocation,0.013770000000000001,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00466,Forecast accuracy and bias backtest,Monthly locked forecast,Building Controls,2025-09,Approved case,Forecast error rate versus posted actual,-0.075,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00468,Forecast accuracy and bias backtest,Monthly actual revenue,Construction,2025-10,Approved case,Posted revenue allocation,0.04565,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00469,Forecast accuracy and bias backtest,Monthly locked forecast,Construction,2025-10,Approved case,Forecast error rate versus posted actual,-0.035,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00471,Forecast accuracy and bias backtest,Monthly actual revenue,Service,2025-10,Approved case,Posted revenue allocation,0.023240000000000004,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00472,Forecast accuracy and bias backtest,Monthly locked forecast,Service,2025-10,Approved case,Forecast error rate versus posted actual,0.022,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00474,Forecast accuracy and bias backtest,Monthly actual revenue,Building Controls,2025-10,Approved case,Posted revenue allocation,0.014110000000000001,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00475,Forecast accuracy and bias backtest,Monthly locked forecast,Building Controls,2025-10,Approved case,Forecast error rate versus posted actual,0.075,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00477,Forecast accuracy and bias backtest,Monthly actual revenue,Construction,2025-11,Approved case,Posted revenue allocation,0.0473,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00478,Forecast accuracy and bias backtest,Monthly locked forecast,Construction,2025-11,Approved case,Forecast error rate versus posted actual,0.035,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00480,Forecast accuracy and bias backtest,Monthly actual revenue,Service,2025-11,Approved case,Posted revenue allocation,0.02408,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00481,Forecast accuracy and bias backtest,Monthly locked forecast,Service,2025-11,Approved case,Forecast error rate versus posted actual,-0.022,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00483,Forecast accuracy and bias backtest,Monthly actual revenue,Building Controls,2025-11,Approved case,Posted revenue allocation,0.01462,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00484,Forecast accuracy and bias backtest,Monthly locked forecast,Building Controls,2025-11,Approved case,Forecast error rate versus posted actual,-0.075,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00486,Forecast accuracy and bias backtest,Monthly actual revenue,Construction,2025-12,Approved case,Posted revenue allocation,0.0495,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00487,Forecast accuracy and bias backtest,Monthly locked forecast,Construction,2025-12,Approved case,Forecast error rate versus posted actual,0.035,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00489,Forecast accuracy and bias backtest,Monthly actual revenue,Service,2025-12,Approved case,Posted revenue allocation,0.0252,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00490,Forecast accuracy and bias backtest,Monthly locked forecast,Service,2025-12,Approved case,Forecast error rate versus posted actual,-0.022,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00492,Forecast accuracy and bias backtest,Monthly actual revenue,Building Controls,2025-12,Approved case,Posted revenue allocation,0.015300000000000001,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00493,Forecast accuracy and bias backtest,Monthly locked forecast,Building Controls,2025-12,Approved case,Forecast error rate versus posted actual,-0.075,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00495,Forecast accuracy and bias backtest,Monthly actual revenue,Construction,2026-01,Approved case,Posted revenue allocation,0.0429,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00496,Forecast accuracy and bias backtest,Monthly locked forecast,Construction,2026-01,Approved case,Forecast error rate versus posted actual,0.035,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00498,Forecast accuracy and bias backtest,Monthly actual revenue,Service,2026-01,Approved case,Posted revenue allocation,0.021840000000000002,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00499,Forecast accuracy and bias backtest,Monthly locked forecast,Service,2026-01,Approved case,Forecast error rate versus posted actual,-0.022,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00501,Forecast accuracy and bias backtest,Monthly actual revenue,Building Controls,2026-01,Approved case,Posted revenue allocation,0.013260000000000001,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00502,Forecast accuracy and bias backtest,Monthly locked forecast,Building Controls,2026-01,Approved case,Forecast error rate versus posted actual,-0.075,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00504,Forecast accuracy and bias backtest,Monthly actual revenue,Construction,2026-02,Approved case,Posted revenue allocation,0.041800000000000004,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00505,Forecast accuracy and bias backtest,Monthly locked forecast,Construction,2026-02,Approved case,Forecast error rate versus posted actual,0.07500000000000001,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00507,Forecast accuracy and bias backtest,Monthly actual revenue,Service,2026-02,Approved case,Posted revenue allocation,0.02128,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00508,Forecast accuracy and bias backtest,Monthly locked forecast,Service,2026-02,Approved case,Forecast error rate versus posted actual,0.018000000000000002,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00510,Forecast accuracy and bias backtest,Monthly actual revenue,Building Controls,2026-02,Approved case,Posted revenue allocation,0.012920000000000001,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00511,Forecast accuracy and bias backtest,Monthly locked forecast,Building Controls,2026-02,Approved case,Forecast error rate versus posted actual,0.135,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00513,Forecast accuracy and bias backtest,Monthly actual revenue,Construction,2026-03,Approved case,Posted revenue allocation,0.044000000000000004,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00514,Forecast accuracy and bias backtest,Monthly locked forecast,Construction,2026-03,Approved case,Forecast error rate versus posted actual,0.035,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00516,Forecast accuracy and bias backtest,Monthly actual revenue,Service,2026-03,Approved case,Posted revenue allocation,0.022400000000000003,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00517,Forecast accuracy and bias backtest,Monthly locked forecast,Service,2026-03,Approved case,Forecast error rate versus posted actual,-0.022,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00519,Forecast accuracy and bias backtest,Monthly actual revenue,Building Controls,2026-03,Approved case,Posted revenue allocation,0.013600000000000001,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00520,Forecast accuracy and bias backtest,Monthly locked forecast,Building Controls,2026-03,Approved case,Forecast error rate versus posted actual,-0.075,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00522,Forecast accuracy and bias backtest,Monthly actual revenue,Construction,2026-04,Approved case,Posted revenue allocation,0.047850000000000004,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00523,Forecast accuracy and bias backtest,Monthly locked forecast,Construction,2026-04,Approved case,Forecast error rate versus posted actual,0.035,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00525,Forecast accuracy and bias backtest,Monthly actual revenue,Service,2026-04,Approved case,Posted revenue allocation,0.02436,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00526,Forecast accuracy and bias backtest,Monthly locked forecast,Service,2026-04,Approved case,Forecast error rate versus posted actual,-0.022,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00528,Forecast accuracy and bias backtest,Monthly actual revenue,Building Controls,2026-04,Approved case,Posted revenue allocation,0.01479,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00529,Forecast accuracy and bias backtest,Monthly locked forecast,Building Controls,2026-04,Approved case,Forecast error rate versus posted actual,-0.075,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00531,Forecast accuracy and bias backtest,Monthly actual revenue,Construction,2026-05,Approved case,Posted revenue allocation,0.050050000000000004,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00532,Forecast accuracy and bias backtest,Monthly locked forecast,Construction,2026-05,Approved case,Forecast error rate versus posted actual,-0.035,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00534,Forecast accuracy and bias backtest,Monthly actual revenue,Service,2026-05,Approved case,Posted revenue allocation,0.025480000000000003,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00535,Forecast accuracy and bias backtest,Monthly locked forecast,Service,2026-05,Approved case,Forecast error rate versus posted actual,0.022,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00537,Forecast accuracy and bias backtest,Monthly actual revenue,Building Controls,2026-05,Approved case,Posted revenue allocation,0.015470000000000001,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00538,Forecast accuracy and bias backtest,Monthly locked forecast,Building Controls,2026-05,Approved case,Forecast error rate versus posted actual,0.075,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00540,Forecast accuracy and bias backtest,Monthly actual revenue,Construction,2026-06,Approved case,Posted revenue allocation,0.052250000000000005,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00541,Forecast accuracy and bias backtest,Monthly locked forecast,Construction,2026-06,Approved case,Forecast error rate versus posted actual,0.035,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00543,Forecast accuracy and bias backtest,Monthly actual revenue,Service,2026-06,Approved case,Posted revenue allocation,0.026600000000000002,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00544,Forecast accuracy and bias backtest,Monthly locked forecast,Service,2026-06,Approved case,Forecast error rate versus posted actual,-0.022,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00546,Forecast accuracy and bias backtest,Monthly actual revenue,Building Controls,2026-06,Approved case,Posted revenue allocation,0.01615,,ledger allocation factor,Monthly business-unit mapping to posted revenue,2026-06-30,"Vista ERP P&L, 2025-07-01 through 2026-06-30; Revenue total"
PLN-00547,Forecast accuracy and bias backtest,Monthly locked forecast,Building Controls,2026-06,Approved case,Forecast error rate versus posted actual,-0.075,,decimal ratio,Month-start locked forecast archive,2026-06-30,
PLN-00609,Service-contract cohort renewal forecast,Active service cohort population,C-2019,2026-06-30,Approved case,Opening ARR allocation,0.18,,ledger allocation factor,Service agreement population mapped to cohorts,2026-06-30,Vista ERP service agreements active at 2026-06-30; annual value
PLN-00616,Service-contract cohort renewal forecast,Active service cohort population,C-2020,2026-06-30,Approved case,Opening ARR allocation,0.16,,ledger allocation factor,Service agreement population mapped to cohorts,2026-06-30,Vista ERP service agreements active at 2026-06-30; annual value
PLN-00623,Service-contract cohort renewal forecast,Active service cohort population,C-2021,2026-06-30,Approved case,Opening ARR allocation,0.15,,ledger allocation factor,Service agreement population mapped to cohorts,2026-06-30,Vista ERP service agreements active at 2026-06-30; annual value
PLN-00630,Service-contract cohort renewal forecast,Active service cohort population,C-2022,2026-06-30,Approved case,Opening ARR allocation,0.14,,ledger allocation factor,Service agreement population mapped to cohorts,2026-06-30,Vista ERP service agreements active at 2026-06-30; annual value
PLN-00637,Service-contract cohort renewal forecast,Active service cohort population,C-2023,2026-06-30,Approved case,Opening ARR allocation,0.13,,ledger allocation factor,Service agreement population mapped to cohorts,2026-06-30,Vista ERP service agreements active at 2026-06-30; annual value
PLN-00644,Service-contract cohort renewal forecast,Active service cohort population,C-2024,2026-06-30,Approved case,Opening ARR allocation,0.12,,ledger allocation factor,Service agreement population mapped to cohorts,2026-06-30,Vista ERP service agreements active at 2026-06-30; annual value
PLN-00651,Service-contract cohort renewal forecast,Active service cohort population,C-2025,2026-06-30,Approved case,Opening ARR allocation,0.12,,ledger allocation factor,Service agreement population mapped to cohorts,2026-06-30,Vista ERP service agreements active at 2026-06-30; annual value
PLN-00670,FY27 backlog delivery plan,Signed contract backlog,P-3101,2026-06-30,Approved case,Remaining transaction price,8400000.0,,USD,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00671,FY27 backlog delivery plan,Signed contract backlog,P-3101,FY27,Approved case,Contract start month,,2026-07,classification,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00672,FY27 backlog delivery plan,Signed contract backlog,P-3101,FY27,Approved case,Execution probability,1.0,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00673,FY27 backlog delivery plan,Signed contract backlog,P-3101,FY27,Approved case,Revenue per productive hour,118.0,,USD per hour,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00677,FY27 backlog delivery plan,Project burn curve,P-3101,2026-07,Approved case,Monthly burn share,0.01282051282051282,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00678,FY27 backlog delivery plan,Project burn curve,P-3101,2026-08,Approved case,Monthly burn share,0.02564102564102564,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00679,FY27 backlog delivery plan,Project burn curve,P-3101,2026-09,Approved case,Monthly burn share,0.038461538461538464,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00680,FY27 backlog delivery plan,Project burn curve,P-3101,2026-10,Approved case,Monthly burn share,0.05128205128205128,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00681,FY27 backlog delivery plan,Project burn curve,P-3101,2026-11,Approved case,Monthly burn share,0.0641025641025641,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00682,FY27 backlog delivery plan,Project burn curve,P-3101,2026-12,Approved case,Monthly burn share,0.07692307692307693,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00683,FY27 backlog delivery plan,Project burn curve,P-3101,2027-01,Approved case,Monthly burn share,0.08974358974358974,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00684,FY27 backlog delivery plan,Project burn curve,P-3101,2027-02,Approved case,Monthly burn share,0.10256410256410256,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00685,FY27 backlog delivery plan,Project burn curve,P-3101,2027-03,Approved case,Monthly burn share,0.11538461538461539,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00686,FY27 backlog delivery plan,Project burn curve,P-3101,2027-04,Approved case,Monthly burn share,0.1282051282051282,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00687,FY27 backlog delivery plan,Project burn curve,P-3101,2027-05,Approved case,Monthly burn share,0.14102564102564102,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00688,FY27 backlog delivery plan,Project burn curve,P-3101,2027-06,Approved case,Monthly burn share,0.15384615384615385,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00689,FY27 backlog delivery plan,Signed contract backlog,P-3107,2026-06-30,Approved case,Remaining transaction price,6900.0,,USD thousands,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00690,FY27 backlog delivery plan,Signed contract backlog,P-3107,FY27,Approved case,Contract start month,,2026-08,classification,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00691,FY27 backlog delivery plan,Signed contract backlog,P-3107,FY27,Approved case,Execution probability,0.95,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00692,FY27 backlog delivery plan,Signed contract backlog,P-3107,FY27,Approved case,Revenue per productive hour,126.0,,USD per hour,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00696,FY27 backlog delivery plan,Project burn curve,P-3107,2026-08,Approved case,Monthly burn share,0.015151515151515152,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00697,FY27 backlog delivery plan,Project burn curve,P-3107,2026-09,Approved case,Monthly burn share,0.030303030303030304,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00698,FY27 backlog delivery plan,Project burn curve,P-3107,2026-10,Approved case,Monthly burn share,0.045454545454545456,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00699,FY27 backlog delivery plan,Project burn curve,P-3107,2026-11,Approved case,Monthly burn share,0.06060606060606061,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00700,FY27 backlog delivery plan,Project burn curve,P-3107,2026-12,Approved case,Monthly burn share,0.07575757575757576,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00701,FY27 backlog delivery plan,Project burn curve,P-3107,2027-01,Approved case,Monthly burn share,0.09090909090909091,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00702,FY27 backlog delivery plan,Project burn curve,P-3107,2027-02,Approved case,Monthly burn share,0.10606060606060606,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00703,FY27 backlog delivery plan,Project burn curve,P-3107,2027-03,Approved case,Monthly burn share,0.12121212121212122,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00704,FY27 backlog delivery plan,Project burn curve,P-3107,2027-04,Approved case,Monthly burn share,0.13636363636363635,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00705,FY27 backlog delivery plan,Project burn curve,P-3107,2027-05,Approved case,Monthly burn share,0.15151515151515152,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00706,FY27 backlog delivery plan,Project burn curve,P-3107,2027-06,Approved case,Monthly burn share,0.16666666666666666,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00707,FY27 backlog delivery plan,Signed contract backlog,P-3114,2026-06-30,Approved case,Remaining transaction price,5600000.0,,USD,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00708,FY27 backlog delivery plan,Signed contract backlog,P-3114,FY27,Approved case,Contract start month,,2026-10,classification,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00709,FY27 backlog delivery plan,Signed contract backlog,P-3114,FY27,Approved case,Execution probability,1.0,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00710,FY27 backlog delivery plan,Signed contract backlog,P-3114,FY27,Approved case,Revenue per productive hour,132.0,,USD per hour,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
PLN-00714,FY27 backlog delivery plan,Project burn curve,P-3114,2026-10,Approved case,Monthly burn share,0.022222222222222223,,decimal ratio,CRM backlog service renewals + forecast history_6.30.csv,2026-06-30,
